id,hook,url,platform,sourcePage
trend-0028,If you're (insert age range) these are the # things you need to do so you don't end up (insert pain point) by (insert age).,https://www.instagram.com/reel/C9atuV6s3J0/?igsh=aDhtdm5wNXNzOTk5,Instagram,2
trend-0029,If I were starting over in my (insert age range) with no (insert item) here are the top # things I would do to (insert dream result).,https://www.tiktok.com/t/ZT2MLqDUQ/,TikTok,2
trend-0030,Here are some slightly unethical (insert industry/niche) hacks that you should know if you're (insert target audience).,https://www.instagram.com/reel/C-8RO71JxRv/?igsh=MTdrZzdrZWdnbTdzZA==,Instagram,3
trend-0031,Here's exactly how you're gonna lock in if you want to (insert dream result).,https://www.instagram.com/reel/DC5P-_EMzFm/?igsh=MTZyajlweWk5ZGI1cQ==,Instagram,3
trend-0032,This is the same exact (insert thing) but the first is/got (insert result and the second is/got X,https://www.instagram.com/p/DIBDSW9Maq7/,Instagram,3
trend-0033,If you want to end up (insert pain point) then skip this video.,https://www.instagram.com/p/DDfZ4qZPTN8/,Instagram,3
trend-0034,We have never used (insert noun) in our home because we have found it to be generally (insert trait/traits).,https://www.instagram.com/p/DGF_p8lORgI/,Instagram,3
trend-0035,(insert action) for (insert period of time) and you will get (insert dream result).,https://www.instagram.com/georgiaheins/reel/C8Z9DfdMgZ_/,Instagram,3
trend-0036,If you’re between the ages of (insert age) to (insert age) and you feel like (insert pain point).,https://www.instagram.com/p/DH2KovNtk8l/,Instagram,3
trend-0037,(insert before state) to (insert after state) in # simple steps in under # of seconds.,https://www.instagram.com/p/DHD4frVya7Z/,Instagram,3
trend-0038,If you're trying to (insert dream results) then here is the one (insert thing) you should do.,https://www.instagram.com/p/DFCyBHfNnlZ/,Instagram,3
trend-0039,How long do you think you have to (insert action) to (insert result).,https://www.instagram.com/reel/C50_VCluWFe/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Instagram,3
trend-0040,"If you want to do this, first do this.",https://www.instagram.com/p/C5AmorRpUqF/,Instagram,3
trend-0041,If you’re trying to (insert dream result) and you haven't got a clue what to (insert action) on a daily basis I am going to show you an example.,https://www.instagram.com/p/C5yjeP-REZx/,Instagram,3
trend-0042,This is how many (insert item) you need to (insert result).,https://www.instagram.com/p/C-M1nkcNPAV/,Instagram,3
trend-0043,I’m gonna save you # of minutes off your next workout with # of simple tips.,https://www.instagram.com/jeffnippard/reel/C9zuGtYJ8ck/,Instagram,3
trend-0044,If I only had (insert time frame) in the (insert location/place) this is exactly what I would do to get (insert dream result).,https://www.instagram.com/p/C-9slRRoYAA/,Instagram,3
trend-0045,How long can you skip (insert action) before losing (insert result).,https://www.instagram.com/sethwickstrom_ﬁtness/reel/DB1WXxVx6B4/,Instagram,3
trend-0046,If you want to (insert dream result) a week for the next (insert weeks) without (insert pain point) then listen up.,https://www.instagram.com/reform.nutrition.training/reel/C6SEO0svXyy/,Instagram,4
trend-0047,If you just turned (insert age) and you don’t want to (insert pain point) then you should do the following # things immediately.,https://www.instagram.com/share/BAKR4pqxlZ,Instagram,4
trend-0048,You can have a perfect (insert dream result) by simply dumbing it down.,https://www.instagram.com/share/BAOoa4qroW,Instagram,4
trend-0049,"Did you know that this, this, this, and this get (insert dream result).",https://www.instagram.com/share/BAExbVPhak,Instagram,4
trend-0050,Don’t start doing (insert action) until you learn how to do this.,https://www.instagram.com/share/BA7hIj8Es8,Instagram,4
trend-0051,(insert industry) tier list for (insert year).,https://www.instagram.com/p/DEirLE_s0QS/,Instagram,4
trend-0052,In 60 seconds i’m going to teach you more about (insert thing) than you have ever learned in your entire life.,https://www.instagram.com/p/DEqFNhryVXt/,Instagram,4
trend-0053,Everyone tells you to (insert action) but no one actually shows you how to do it. Here is a # second step by step tutorial that you can save for later.,https://www.instagram.com/calltoleap/reel/C2tER1GvhOc/,Instagram,4
trend-0054,"If you’re in your (insert 20’s, 30’s, 40’s, 50’s, 60’, etc) then these are the # of things you need to do to make sure you don;t end up (insert pain point) by (insert age).",https://www.instagram.com/calltoleap/reel/C9atuV6s3J0/,Instagram,4
trend-0055,"(Insert noun) loses (Insert noun) on this, so they can make (insert noun) on this.",https://www.instagram.com/marktilbury/reel/DEkDrvSojnz/,Instagram,4
trend-0056,You have (insert noun) tomorrow but you have no time to (insert action). Here’s how you save your (insert noun).,https://www.instagram.com/ultimateivyleagueguide/reel/CoNHORnOLUt/,Instagram,4
trend-0057,"(Insert scenario) and (Insert dream result), here are the # of steps to get (insert dream result).",https://www.instagram.com/ultimateivyleagueguide/reel/Co5Kp8QLhRZ/,Instagram,4
trend-0058,Everyone tells you to do (insert action) but you think it’s too late because you are (Insert age). I am a (insert occupation) and these are # of things you need to know in your (Insert age).,https://www.instagram.com/calltoleap/reel/C4wQD6DPqTe/,Instagram,4
trend-0059,(Insert target audience) if you're serious about playing at the next level.,https://www.instagram.com/kelseypoulter/reel/DDpruSIJm9i/,Instagram,4
trend-0060,You only have to be dialed in on # of things to be an elite (insert title).,https://www.instagram.com/kelseypoulter/reel/DAK0EOTRweE/,Instagram,5
trend-0061,(Insert noun) for dummies.,https://www.instagram.com/share/BA6XRL1fXU,Instagram,5
trend-0062,Don’t hate me but I don’t really mind (insert noun).,https://www.instagram.com/p/DFydpeiy6GJ/,Instagram,5
trend-0063,"If you want to do this, first do this.",https://www.instagram.com/p/C5nXYgsy6RR/,Instagram,5
trend-0064,Best ways to save money while (insert action).,https://www.instagram.com/p/DCkE_cUo3mq/,Instagram,5
trend-0065,This is every way to (insert action).,https://www.instagram.com/p/DHtlJGYN5wB/,Instagram,5
trend-0066,What if I told you this (insert item) could (insert result).,https://www.instagram.com/p/DChgwnJyE3b/,Instagram,5
trend-0067,"Did you know that if you (insert action, (Insert action), (insert action), etc.",https://www.instagram.com/p/C-Alb5KsBwA/,Instagram,5
trend-0068,The (insert thing) you have now in you (insert age group) is so (insert noun).,https://www.instagram.com/p/DBhHzSeJ_L6/,Instagram,5
trend-0069,At age (insert age) the age that many (insert target audience) is when (insert pain point).,https://www.instagram.com/p/DGkzdT8Mc21/,Instagram,5
trend-0070,Listen if you’re not forcing your (insert person/persons) to (insert action) in their (insert current state) don’t expect them to be (insert trait) in their (insert after state).,https://www.instagram.com/p/DHQ-medJYC2/,Instagram,5
trend-0071,Would you rather watch your (insert person/persons) (insert pain point) or join them in their (insert niche) journey to save their lives?,https://www.instagram.com/p/DGDkKWdPN7W/,Instagram,5
trend-0072,This is the amount of (insert noun) you would lose per day in a (insert state).,https://www.instagram.com/p/DGN4d45NAga/,Instagram,5
trend-0073,"If your in a (insert dream result) journey, this is exactly what you need to do to (insert dream goal) in # simple steps.",https://www.instagram.com/p/DFGXCydPPOM/,Instagram,5
trend-0074,If you told me # of years ago I’d be (insert dream result) I wouldn't have believed you.,https://www.instagram.com/p/DGs6ZD6NMaE/,Instagram,5
trend-0075,If your getting (insert adjective) or know someone (insert adjective) there are # of incredulity important things you need to make sure you can do physically in order to (dream result).,https://www.instagram.com/p/DEgJY7yOUYp/,Instagram,5
trend-0076,If you don’t want to fail (insert life event).,https://www.instagram.com/p/C-TyArttuFT/,Instagram,6
trend-0077,I crammed the hardest (insert noun) and (insert dream result).,https://www.instagram.com/p/CzjQfxOLpKO/,Instagram,6
trend-0078,If you’re cooked for your (insert life event) but still can’t find the motivation to do (insert action) you’re gonna want to see this.,https://www.instagram.com/p/DC3Zn1Vx7O9/,Instagram,6
trend-0079,"Here’s the difference between (insert title), (insert title) , and (insert title).",https://www.instagram.com/p/DFKZBcFRisK/,Instagram,6
trend-0080,If I were in my (insert age range) here is exactly how I would avoid (insert bad result).,https://www.instagram.com/p/DEICudmOqeQ/,Instagram,6
trend-0081,Here’s every (insert noun) that you actually need to know.,https://www.instagram.com/p/DBhdAc3RY-X/,Instagram,6
trend-0082,The most important things I will teach my kids as a (insert job title).,https://www.instagram.com/p/DDce9wDuc8j/,Instagram,6
trend-0083,If you can’t solve this (insert problem) in under 5 seconds go back to (insert pre-qualifying stage).,https://www.instagram.com/p/C0g-j3EJuM6/,Instagram,6
trend-0084,30 seconds of (insert industry) advice I give my best friend if he/she were starting from scratch.,https://www.instagram.com/p/DDyGbH-xMoc/,Instagram,6
trend-0085,I would do this before quitting your job.,https://www.instagram.com/p/C_D27RuxXHn/,Instagram,6
trend-0086,If you do this you’ll (insert result).,https://www.instagram.com/p/DEP_swuolhm/,Instagram,6
trend-0087,If your a (insert target audience) who (insert pain point) and you want to (insert dream result) let's go over a very simple # step plan you can follow to quickly (insert dream result).,https://www.instagram.com/p/Cpf3cfujvTd/,Instagram,6
trend-0088,Here are 5 books to (insert dream result) better than 99% of other people.,https://www.instagram.com/p/DG3T4N9xdXD/,Instagram,6
trend-0089,If you're somebody who (insert action) and your goal is to (insert dream result) and (insert dream result) at the same time. Then here are my # best tips.,https://www.instagram.com/p/DGn7kKyu_5G/,Instagram,6
trend-0090,If you can't do (insert action).,https://www.instagram.com/p/DC7SzidSNOX/,Instagram,6
trend-0091,"If you can do # of (insert action), than you can do # of (insert action).",https://www.instagram.com/p/DDKZbeoo1gF/,Instagram,6
trend-0092,If your mom didn’t teach you how to make (insert,https://www.instagram.com/p/DBEeZ2MvZ16/,Instagram,6
trend-0093,"noun) growing up, don't worry i'm your mommy now. Never lose a game of (insert game) for the rest of your life.",https://www.instagram.com/p/DCoC6YHJ_k1/,Instagram,7
trend-0094,3 levels of (insert noun).,https://www.instagram.com/p/DBt0hSaNxqH/,Instagram,7
trend-0095,"Did you know that if you… (Insert action), (insert action), (insert action), etc",https://www.instagram.com/p/DIGJHsKPfj2/,Instagram,7
trend-0096,"I am a professional (insert industry) hacker, and here's every hack at (insert store/location/event/etc).",https://www.instagram.com/p/DG3-nRhyvRq/,Instagram,7
trend-0097,I have a very long list of (insert noun) that I (insert action) that I gate keep from other people. But today I feel like giving back so I am going to tell you.,https://www.instagram.com/p/DCpBTqzpGdp/,Instagram,7
trend-0098,I am going to teach you how to identify a good (insert noun) to a bad (insert noun).,https://www.instagram.com/p/DHWUyptyp9B/,Instagram,7
trend-0099,I went to (insert school type) so you don't have to.,https://www.instagram.com/p/DCrxn_5RFDS/,Instagram,7
trend-0100,"Ranking all the most popular (insert noun), so I can rank them from worst to best.",https://www.instagram.com/p/DIPGBRQR0Sb/,Instagram,7
trend-0101,Here is how I (insert action) as a (insert label) (insert age).,https://www.instagram.com/p/C6Hkr_QRQ60/,Instagram,7
trend-0102,You wouldn't get (insert bad result) when you (insert action) if you (insert action).,https://www.instagram.com/p/DHlNHSfuHoh/,Instagram,7
trend-0103,This is harder than getting into Harvard.,https://www.instagram.com/p/DFNdSUruSOQ/,Instagram,7
trend-0104,Now how much does it really cost to (insert action).,https://www.instagram.com/p/DE75-Fhyg_T/,Instagram,7
trend-0105,This is why no one remembers you.,https://www.instagram.com/p/DFaQuJYueF1/,Instagram,7
trend-0106,"I'm 20 which means my teenage years are officially over, so here;s everything I learned from the 7 most weirdest years of my life.",https://www.instagram.com/p/Cuq324pIiKY/,Instagram,7
trend-0107,If you're a (target audience) and you want to become (insert dream result) by (insert action) then listen to this video because you have such a big advantage and I will tell you how to conquer it.,https://www.instagram.com/p/DE9tW4dyxlJ/,Instagram,7
trend-0108,If you take (insert noun) it will (insert result).,https://www.instagram.com/p/DIMBlJ4MgHH/,Instagram,7
trend-0109,I just made a website called (insert the longest but,https://www.instagram.com/p/DIWeFGhRT9u/,Instagram,7
trend-0110,most relatable website name). How to turn just one (insert noun) into a lifetime of free (insert noun).,https://www.instagram.com/p/DIEbK1dSZJ2/,Instagram,8
trend-0111,Things that are damaging your (insert noun) without you even realizing it.,https://www.instagram.com/p/DDxIde3vWO7/,Instagram,8
trend-0112,If you have when you see a girl and she just has (insert dream result).,https://www.instagram.com/p/DFNwwbpvxzi/,Instagram,8
trend-0113,I've (insert dream result) despite having (insert pain point) and this is the routine that did it.,https://www.instagram.com/p/DHbXdlkIoZh/,Instagram,8
trend-0114,Swap these (insert noun) for better (insert result).,https://www.instagram.com/p/DE5r6TspMQA/,Instagram,8
trend-0115,"Did you know that this, this, and this target (insert dream result).",https://www.instagram.com/p/DFk6dhNykvl/,Instagram,8
trend-0116,Your (insert noun) looks like this and you want them to look like this.,https://www.instagram.com/p/DD0PRBppkqQ/,Instagram,8
trend-0117,"(Insert last year) (insert noun), (insert current year) (insert noun).",https://www.instagram.com/p/DEDdSAESaFJ/,Instagram,8
trend-0118,"Okay (insert pain point), how about we don't f up (insert current year)",https://www.instagram.com/p/DDiWd5eSlPC/,Instagram,8
trend-0119,This is the program/steps I would follow if I was trying to (insert dream result).,https://www.instagram.com/p/DB4om1CIUoZ/,Instagram,8
trend-0120,"If your (insert noun) looks anything like this, these are not (insert noun) these are (insert noun) and here is how you can get (insert dream result).",https://www.instagram.com/p/DDGYmIHxlhH/,Instagram,8
trend-0121,Here are some (insert action) you can do without (insert noun).,https://www.instagram.com/p/DB-HjvtP1A9/,Instagram,8
trend-0122,Let's find out what (insert noun) you are in # steps.,https://www.instagram.com/p/DHXLZyrSP0w/,Instagram,8
trend-0123,Most people can only do (insert action) when trying to (insert action) but as an (insert title) you should be able to (insert action).,https://www.instagram.com/p/C_3kQAkIuKn/,Instagram,8
trend-0124,"As an (insert title) you should be able to do this, if you can't (insert diagnosis).",https://www.instagram.com/reel/DF_Cn86o0Ki/,Instagram,8
trend-0125,"If you're an (insert title) you should be able to do this, this, and this. If you can't I got you, just do this # step/routine/program to (insert dream result).",https://www.instagram.com/reel/DDo0rP9o4Yl/,Instagram,8
trend-0126,"If you have (insert pain point), (insert pain point), and (insert pain point) you might be (insert action) wrong.",https://www.instagram.com/p/DDCdiwNO6cO/,Instagram,9
trend-0127,If you feel like your never (insert point) here is everything you need for a (insert dream result).,https://www.instagram.com/p/DCkDGtppM_u/,Instagram,9
trend-0128,Do you have a (insert pain point) don’t waste your money trying to (insert solution) it's just going to come back.,https://www.instagram.com/p/DEu0CsYu3Qa/,Instagram,9
trend-0129,"If giving yourself (insert result) causes (insert pain point), (insert pain point), and (insert pain point) here is how I cheat it.",https://www.instagram.com/p/DCh2GnEzezF/,Instagram,9
trend-0130,"You don't have (insert pain point), your not (insert adjective), your not (insert adjective) you just need to (insert solution) and I am going to tell you how to do it.",https://www.instagram.com/p/DHSIRSHJuWc/,Instagram,9
trend-0131,Worst thing you can do for your (insert thing) is to ignore your (insert noun) when (insert scenario).,https://www.instagram.com/p/DFGZHpOpv9E/,Instagram,9
trend-0132,"Ladies, you can do all the (insert action) but that's not going to do sh*t for your (insert noun).",https://www.instagram.com/p/DFLUAphSOE0/,Instagram,9
trend-0133,Never (insert action) first and then (insert action).,https://www.instagram.com/p/DF58v36zILq/,Instagram,9
trend-0134,What happens when you go X hours/days/weeks/years without (insert noun).,https://www.instagram.com/p/DHQcFEpuMHI/,Instagram,9
trend-0135,There is no doubt in my mind that (insert action) are the best (insert noun) for your (insert noun).,https://www.instagram.com/p/DFnjpQ1x5mZ/,Instagram,9
trend-0136,Don't touch this.,https://www.instagram.com/p/DAMZdJhRaKj/,Instagram,9
trend-0137,What I wish I knew at (insert age) instead of (insert age).,https://www.instagram.com/p/C3-e4acrDdB/,Instagram,9
trend-0138,You're damaging your (insert noun) if you (insert noun) looks like this or like this.,https://www.instagram.com/p/C-AwpFRxDcg/,Instagram,9
trend-0139,My most complemented (insert noun) of (insert year).,https://www.instagram.com/p/DDhpuYgRmps/,Instagram,9
trend-0140,I have been dating my girlfriend/boyfriend for # years here are # basics I learned that every guy/girl should do for a partner in (insert scenario).,https://www.instagram.com/p/DEbs2tsxl8_/,Instagram,9
trend-0141,When I say I (insert action) everyday and I don't (insert action) everyday people always ask me…,https://www.instagram.com/p/DGDy2KMJfQH/,Instagram,9
trend-0142,# of ways to raise (insert adjective) children.,https://www.instagram.com/p/DDP0DJDvdAL/,Instagram,9
trend-0143,It's okay f you mom didn't talk to you about,https://www.instagram.com/p/DCJwFyKvi03/,Instagram,10
trend-0144,The reason you can't (insert dream result) to get that (insert dream result) you keep talking about is because…,https://www.instagram.com/p/DDKbMBDPz-R/,Instagram,10
trend-0145,"This is your (insert noun) on a regular day, this is you (insert noun) on (insert scenario).",https://www.instagram.com/p/DFGFur-uB7M/,Instagram,10
trend-0146,"You guys know this look, when someone perfectly (insert action) and (insert action) I am obsessed with this (insert noun).",https://www.instagram.com/p/DDpulHmx30Z/,Instagram,10
trend-0147,You crave (insert noun) on your (insert scenario) here's why.,https://www.instagram.com/p/DFYO1KMxUoy/,Instagram,10
trend-0148,"This is you (insert noun) when you (insert action), and this is your (insert noun) when you (insert action).",https://www.instagram.com/p/DHI7KYmOgHL/,Instagram,10
trend-0149,I have (insert noun) commercial (insert noun).,https://www.instagram.com/p/DH6Nb_7JpIT/,Instagram,10
trend-0150,Stop (insert action) if you actually want to (insert dream result).,https://www.instagram.com/p/DGaYM9PIO9b/,Instagram,10
trend-0151,"This is how much (insert dream result) you achieve if you (insert action), and this is how much (insert dream result) if you (insert action) and these # of hacks.",https://www.instagram.com/p/DE8lZdOOLDa/,Instagram,10
trend-0152,If you want to (insert # of dream result) per week this is how you are going to do it.,https://www.instagram.com/p/DBumWY_tbj-/,Instagram,10
trend-0153,This is for the homies who promised (insert person/persons) and nice and fancy (insert noun).,https://www.instagram.com/p/DHZJfckxUnr/,Instagram,10
trend-0154,"What if I told you, you could (insert action) for only (insert low cost).",https://www.instagram.com/p/DGjhMiPO7bd/,Instagram,10
trend-0155,Why did it take me over # years to realize you can make (insert result) in # minutes.,https://www.instagram.com/p/DHGjH0Gioy2/,Instagram,10
trend-0156,Don't hate me but I don’t really mind (insert basic niche thing) but don;t worry I am going to show you how to make it way better.,https://www.instagram.com/p/DIKPqy-TeZ9/,Instagram,10
trend-0157,(insert dream result) and (insert dream result) with these # of tips. For reference I have (insert personal result).,https://www.instagram.com/p/DA35oVOpAAe/,Instagram,10
trend-0158,"If you have a (insert dream result) keep scrolling. Today we are going to talk about a (insert routine, method",https://www.instagram.com/p/DDmm7ygxvVp/,Instagram,10
trend-0159,"strategy) to (insert dream result) Did you know that if you (insert action), (insert action), (insert action), etc.",https://www.instagram.com/p/DFvcBZRp0kh/,Instagram,11
trend-0160,Here's exactly how much (insert noun) you can make with under (insert dollar amount).,https://www.instagram.com/p/DG8MN0rAwpR/,Instagram,11
trend-0161,"The lack of clinical studies on (insert noun) isn't because it doesn't work, it's because…",https://www.instagram.com/p/DHjYM2oukHZ/,Instagram,11
trend-0162,You'll never get (insert dream result) in your (insert age range) if you don;t do these 3 things when you turn (insert age).,https://www.instagram.com/p/DHeJtx9IAFv/,Instagram,11
trend-0163,"# lessons, # of (insert person/persons), in # of days/weeks/months.",https://www.instagram.com/p/DH64SMas1b1/,Instagram,11
trend-0164,"I make more money than doctors, engineers, and lawyers and no I didn't go to college for more than 6 years to get a degree.",https://www.instagram.com/p/DIW3NDOORrg/,Instagram,11
trend-0165,I worked at (insert company) for X months/years and now I am exposing everything they keep from customers.,https://www.instagram.com/p/DINXKt8pBaq/,Instagram,11
trend-0166,This is what (insert money amount) will get you in (insert location).,https://www.instagram.com/p/DHQ7CG0xxmr/,Instagram,11
trend-0167,How much do I need to make or buy a (insert price) (insert noun).,https://www.instagram.com/p/DCQFABDNVWG/,Instagram,11
trend-0168,I make (insert hourly rate) can I qualify/buy (insert loan/noun).,https://www.instagram.com/p/C8k9RkJtXv5/,Instagram,11
trend-0169,Let's see what your monthly payment would look like if you owned (insert noun).,https://www.instagram.com/p/C5w9HV9Axfe/,Instagram,11
trend-0170,"Lets see what $1,800 a month gets you in (insert location).",https://www.instagram.com/p/DAUl55ypr-C/,Instagram,11
trend-0171,"If you are paying over (insert price amount) for a (insert noun), you might as well buy a (insert noun).",https://www.instagram.com/p/C55wTztrNF0/,Instagram,11
trend-0172,I have made a spreadsheet with over (insert large number) of (insert noun).,https://www.instagram.com/p/DIb7EjNxtK4/,Instagram,11
trend-0173,This is (insert large number) of (insert noun).,https://www.instagram.com/georgiaheins/reel/C9uzMCJMrEL/,Instagram,11
trend-0174,There is one thing above all that sets the top (insert title) apart from the rest.,https://www.instagram.com/p/DGESNTBT_3p/,Instagram,11
trend-0175,This is how I would (insert action) if I were starting from scratch).,https://www.instagram.com/share/BBMxvJRjNv,Instagram,12
trend-0176,If you're spending a lot of money on (insert noun) then you need to try this (insert recipe/method/strategy) because it's super easy and (insert dream outcome).,https://www.instagram.com/p/DGmf0uKMWyK/,Instagram,12
trend-0177,If you have a (insert noun) you have probably experienced this.,https://www.instagram.com/p/DIpVvJUSKam/,Instagram,12
trend-0178,(insert noun) (insert trait) (insert similar noun) (insert trait).,https://www.instagram.com/p/DE_9DHKoM-8/,Instagram,12
trend-0179,It looks like you haven't done (insert noun) since (insert time frame).,https://www.instagram.com/p/DETjcTPN0Zh/,Instagram,12
trend-0180,I don’t know who needs to see this but if you have a (insert symptom) this is how I literally (insert dream result) every single time.,https://www.instagram.com/p/DFt1sIdSaJU/,Instagram,12
trend-0181,"Oh look I found (insert $), that means I am going to (insert verb) I only need this.",https://www.instagram.com/p/DDD1Dk7OjTQ/,Instagram,12
trend-0182,"One (insert noun), one (insert noun), and you have (insert time frame).",https://www.instagram.com/p/DIkf9ExCbNb/,Instagram,12
trend-0183,"The reason your (insert noun) sucks, is because you have no freaking (insert adjective).",https://www.instagram.com/p/DIwiSA7zyyd/,Instagram,12
trend-0184,You’ve heard of the viral (insert method/strategy/noun name) right? Well I invested that!,https://www.instagram.com/p/DI9QVVaRbur/,Instagram,12
trend-0185,(insert noun) I would make for you based on your favorite (insert noun).,https://www.instagram.com/p/DF-hWdEu9Pr/,Instagram,12
trend-0186,Here are (insert #) of (insert noun) from (insert noun) that I am going to (insert verb) in (insert time frame).,https://www.instagram.com/p/DGwvVNDMQBA/,Instagram,12
trend-0187,"How we saved (insert $) on our (insert noun), and one thing we wish we did differently.",https://www.instagram.com/p/DD2B1rIRisK/,Instagram,12
trend-0188,This is everything I bought at (insert store) today to stay (insert adjective) at (insert age).,https://www.instagram.com/p/DDaqJN4P--I/,Instagram,12
trend-0189,(insert verb) is expensive. Here is how to (insert noun) for (insert time frame) for only (insert $).,https://www.instagram.com/p/DGsWskqTaQj/,Instagram,12
trend-0190,How to (insert verb) you (insert noun) from a (insert title).,https://www.instagram.com/p/C2zqnBULDa1/,Instagram,12
trend-0191,How many (insert nouns) can you make with only (insert $).,https://www.instagram.com/p/DFbJ-1QPOc0/,Instagram,12
trend-0192,I present a challenge (insert noun) (insert noun).,https://www.instagram.com/p/DGoS2GHSMy1/,Instagram,13
trend-0193,This is every way to make (insert noun).,https://www.instagram.com/p/DIxgLtupDzP/,Instagram,13
trend-0194,If I have to learn (insert noun) again here’s 5 tips of everything I would do in # seconds.,https://www.instagram.com/p/DEGMBBOo_XH/,Instagram,13
trend-0195,(insert company/individual) if I (insert verb) (insert noun) for you this is what I would do.,https://www.instagram.com/p/DIfQ_5cvLv-/,Instagram,13
trend-0196,This is what it would (insert adjective) like if (insert number) of (insert noun) were in one (insert noun).,https://www.instagram.com/p/DICZf5jBuNh/,Instagram,13
trend-0197,This (insert adjective) (insert noun) gets (insert verb) by this (insert adjective) (insert noun).,https://www.instagram.com/p/DHXK02AS5gs/,Instagram,13
trend-0198,In this video see if you can tell what’s real and what’s (inset noun).,https://www.instagram.com/p/DIeIvIfJVq1/,Instagram,13
trend-0199,I have no idea why I have no (insert adjective/noun).,https://www.instagram.com/p/DE7egL7M38Z/,Instagram,13
trend-0200,"I avoid all toxic (insert noun), here is how to clean up your (insert noun).",https://www.instagram.com/p/C-AvGm9M0UA/,Instagram,13
trend-0201,Here are # of questions I ask before (insert verb).,https://www.instagram.com/p/DFnkbJcPxqc/,Instagram,13
